20,3.38063
 21,3.37619
 22,3.37461
 23,3.37093
 24,3.36954
 25,3.36654
 26,3.36521
 27,3.36283
 28,3.36148
 29,3.35964
 30,3.35824
 31,3.35685
 32,3.35541
 33,3.3544
 34,3.35293
 35,3.35221
 36,3.35074
 37,3.35023
 38,3.34879
 39,3.34845
 40,3.34706
 41,3.34682
 42,3.3455
 43,3.34532
 44,3.34411
 45,3.34395
 46,3.34284
 47,3.34267
 48,3.3417
 49,3.3415
 50,3.34065
 51,3.34041
 52,3.33969
 53,3.33939
 54,3.3388
 55,3.33845
 56,3.33798
 57,3.33757
 58,3.33721
 59,3.33676
 60,3.33649
 61,3.336
 62,3.33582
 63,3.33529
 64,3.33518
 65,3.33463
 66,3.33458
 67,3.33401
 68,3.33401
 69,3.33344
 70,3.33346
 71,3.3329
 72,3.33294
 73,3.3324
 74,3.33245
 75,3.33192
 76,3.33197
 77,3.33148
 78,3.33152
 79,3.33106
 80,3.33108
 81,3.33067
 82,3.33067
 83,3.3303
 84,3.33027
 85,3.32994
 86,3.32989
 87,3.32961
 88,3.32952
 89,3.32929
 90,3.32917
 91,3.32898
 92,3.32883
 93,3.32869
 94,3.32851
 95,3.32841
 96,3.32821
 97,3.32814
 98,3.32791
 99,3.32788
 100,3.32763
 101,3.32763
 102,3.32737
 103,3.32739
 104,3.32711
 105,3.32716
 106,3.32687
 107,3.32693
 108,3.32663
 109,3.32671
 110,3.32641
 111,3.32649
 112,3.3262
 113,3.32628
 114,3.32599
 115,3.32607
 116,3.3258
 117,3.32587
 118,3.32561
 119,3.32568
 120,3.32543
 121,3.32549
 122,3.32526
 123,3.32531
 124,3.3251
 125,3.32513
 126,3.32494
 127,3.32495
 128,3.32479
 129,3.32478
 130,3.32464
 131,3.32462
 132,3.3245
 133,3.32445
 134,3.32436
 135,3.3243
 136,3.32423
 137,3.32415
 138,3.3241
 139,3.324
 140,3.32397
 141,3.32386
 142,3.32385
 143,3.32372
 144,3.32372
 145,3.32358
 146,3.32361
 147,3.32346
 148,3.32349
 149,3.32333
 150,3.32338
 151,3.32321
 152,3.32327
 153,3.32309
 154,3.32316
 155,3.32298
 156,3.32305
 157,3.32287
 158,3.32294
 159,3.32276
 160,3.32284
 161,3.32266
 162,3.32274
 163,3.32256
 164,3.32264
 165,3.32247
 166,3.32254
 167,3.32238
 168,3.32244
 169,3.32229
 170,3.32235
 171,3.3222
 172,3.32225
 173,3.32212
 174,3.32216
 175,3.32203
 176,3.32207
 177,3.32195
 178,3.32198
 179,3.32188
 180,3.32189
 181,3.3218
 182,3.3218
 183,3.32173
 184,3.32172
 185,3.32166
 186,3.32164
 187,3.32159
 188,3.32156
 189,3.32152
 190,3.32148
 191,3.32145
 192,3.3214
 193,3.32139
 194,3.32132
 195,3.32132
 196,3.32125
 197,3.32126
 198,3.32118
 199,3.3212
 200,3.32111
 201,3.32114
 202,3.32104
 203,3.32107
 204,3.32097
 205,3.32101
 206,3.3209
 207,3.32096
 208,3.32084
 209,3.3209
 210,3.32078
 211,3.32084
 212,3.32072
 213,3.32078
 214,3.32066
 215,3.32072
 216,3.3206
 217,3.32067
 218,3.32055
 219,3.32061
 220,3.32049
 221,3.32056
 222,3.32044
 223,3.3205
 224,3.32039
 225,3.32045
 226,3.32034
 227,3.32039
 228,3.32029
 229,3.32034
 230,3.32024
 231,3.32029
 232,3.3202
 233,3.32024
 234,3.32015
 235,3.32019
 236,3.32011
 237,3.32014
 238,3.32007
 239,3.32009
 240,3.32002
 241,3.32004
 242,3.31998
 243,3.31999
 244,3.31994
 245,3.31994
 246,3.3199
 247,3.31989
 248,3.31986
 249,3.31985
 250,3.31982
 251,3.3198
 252,3.31979
 253,3.31975
 254,3.31975
 255,3.31971
 256,3.31971
 257,3.31967
 258,3.31968
 259,3.31962
 260,3.31964
 261,3.31958
 262,3.3196
 263,3.31954
 264,3.31957
 265,3.3195
 266,3.31953
 267,3.31946
 268,3.3195
 269,3.31942
 270,3.31946
 271,3.31938
 272,3.31943
 273,3.31935
 274,3.3194
 275,3.31931
 276,3.31936
 277,3.31928
 278,3.31933
 279,3.31924
 280,3.3193
 281,3.31921
 282,3.31926
 283,3.31918
 284,3.31923
 285,3.31914
 286,3.3192
 287,3.31911
 288,3.31916
 289,3.31908
 290,3.31913
 291,3.31905
 292,3.3191
 293,3.31902
 294,3.31907
 295,3.31899
 296,3.31904
 297,3.31896
 298,3.319
 299,3.31894
 300,3.31897
 
