20,0.107836
 21,0.106093
 22,0.101979
 23,0.10897
 24,0.099885
 25,0.108679
 26,0.105147
 27,0.10568
 28,0.108123
 29,0.100398
 30,0.109031
 31,0.103313
 32,0.108097
 33,0.106568
 34,0.105538
 35,0.108393
 36,0.101559
 37,0.108905
 38,0.104223
 39,0.10822
 40,0.106693
 41,0.106454
 42,0.108197
 43,0.103715
 44,0.108801
 45,0.104043
 46,0.108571
 47,0.106212
 48,0.10757
 49,0.107695
 50,0.105862
 51,0.108527
 52,0.103507
 53,0.108748
 54,0.105286
 55,0.108396
 56,0.106846
 57,0.107509
 58,0.107919
 59,0.106123
 60,0.108529
 61,0.104274
 62,0.108699
 63,0.105611
 64,0.108453
 65,0.106895
 66,0.107814
 67,0.107819
 68,0.106804
 69,0.108398
 70,0.105447
 71,0.108648
 72,0.105436
 73,0.108582
 74,0.106604
 75,0.108216
 76,0.107498
 77,0.107565
 78,0.108127
 79,0.106644
 80,0.1085
 81,0.105465
 82,0.108628
 83,0.106047
 84,0.108519
 85,0.106963
 86,0.108185
 87,0.107669
 88,0.107635
 89,0.108173
 90,0.106877
 91,0.108481
 92,0.105923
 93,0.108599
 94,0.106198
 95,0.108535
 96,0.106987
 97,0.108295
 98,0.107612
 99,0.107886
 100,0.108078
 101,0.107314
 102,0.10839
 103,0.106585
 104,0.108552
 105,0.106061
 106,0.108569
 107,0.106792
 108,0.108445
 109,0.107392
 110,0.108185
 111,0.107865
 112,0.107793
 113,0.108213
 114,0.107275
 115,0.10844
 116,0.106634
 117,0.108549
 118,0.106418
 119,0.108544
 120,0.107023
 121,0.108427
 122,0.107523
 123,0.108201
 124,0.107921
 125,0.107871
 126,0.108219
 127,0.107439
 128,0.10842
 129,0.106909
 130,0.108526
 131,0.106501
 132,0.108539
 133,0.107036
 134,0.108462
 135,0.107488
 136,0.108298
 137,0.107856
 138,0.108047
 139,0.108142
 140,0.107713
 141,0.108349
 142,0.107298
 143,0.108478
 144,0.106805
 145,0.10853
 146,0.106896
 147,0.108509
 148,0.107328
 149,0.108414
 150,0.107692
 151,0.108248
 152,0.107987
 153,0.108013
 154,0.108217
 155,0.10771
 156,0.108381
 157,0.107341
 158,0.108482
 159,0.106908
 160,0.10852
 161,0.107058
 162,0.108497
 163,0.107431
 164,0.108414
 165,0.107746
 166,0.108273
 167,0.108006
 168,0.108074
 169,0.108211
 170,0.10782
 171,0.108362
 172,0.10751
 173,0.108461
 174,0.107147
 175,0.108507
 176,0.107067
 177,0.108502
 178,0.107407
 179,0.108447
 180,0.107701
 181,0.108343
 182,0.107947
 183,0.108191
 184,0.108147
 185,0.107992
 186,0.108302
 187,0.107746
 188,0.108413
 189,0.107456
 190,0.108479
 191,0.107121
 192,0.108502
 193,0.107287
 194,0.108483
 195,0.107573
 196,0.108422
 197,0.10782
 198,0.108321
 199,0.108027
 200,0.108179
 201,0.108195
 202,0.107997
 203,0.108326
 204,0.107778
 205,0.108419
 206,0.10752
 207,0.108475
 208,0.107224
 209,0.108495
 210,0.107369
 211,0.108479
 212,0.107623
 213,0.108428
 214,0.107844
 215,0.108342
 216,0.108031
 217,0.108222
 218,0.108186
 219,0.108069
 220,0.108308
 221,0.107883
 222,0.108398
 223,0.107664
 224,0.108457
 225,0.107414
 226,0.108485
 227,0.107353
 228,0.108483
 229,0.10759
 230,0.10845
 231,0.107799
 232,0.108388
 233,0.107979
 234,0.108297
 235,0.108131
 236,0.108177
 237,0.108255
 238,0.108029
 239,0.108352
 240,0.107853
 241,0.108422
 242,0.107649
 243,0.108465
 244,0.107419
 245,0.108482
 246,0.107489
 247,0.108473
 248,0.107695
 249,0.108438
 250,0.107876
 251,0.108378
 252,0.108032
 253,0.108293
 254,0.108165
 255,0.108184
 256,0.108273
 257,0.10805
 258,0.108359
 259,0.107893
 260,0.108421
 261,0.107712
 262,0.10846
 263,0.107508
 264,0.108476
 265,0.107534
 266,0.108471
 267,0.10772
 268,0.108443
 269,0.107886
 270,0.108393
 271,0.10803
 272,0.108322
 273,0.108153
 274,0.108229
 275,0.108257
 276,0.108116
 277,0.108339
 278,0.107982
 279,0.108402
 280,0.107828
 281,0.108445
 282,0.107653
 283,0.108468
 284,0.107509
 285,0.108471
 286,0.107686
 287,0.108456
 288,0.107844
 289,0.108421
 290,0.107984
 291,0.108368
 292,0.108106
 293,0.108297
 294,0.108209
 295,0.108207
 296,0.108295
 297,0.108099
 298,0.108364
 299,0.107973
 300,0.108415
 301,0.107829
 302,0.108449
 303,0.107668
 304,0.108466
 305,0.1076
 306,0.108466
 307,0.107757
 308,0.10845
 309,0.107897
 310,0.108417
 311,0.108022
 312,0.108367
 313,0.108131
 314,0.108302
 315,0.108224
 316,0.108221
 317,0.108302
 318,0.108124
 319,0.108364
 320,0.108011
 321,0.108411
 322,0.107883
 323,0.108444
 324,0.10774
 325,0.108461
 326,0.107625
 327,0.108464
 328,0.10777
 329,0.108452
 330,0.1079
 331,0.108425
 332,0.108017
 333,0.108385
 334,0.108119
 335,0.10833
 336,0.108208
 337,0.108262
 338,0.108283
 339,0.108179
 340,0.108345
 341,0.108083
 342,0.108394
 343,0.107973
 344,0.108429
 345,0.10785
 346,0.108451
 347,0.107714
 348,0.108461
 349,0.107737
 350,0.108457
 351,0.107862
 352,0.108441
 353,0.107976
 354,0.108412
 355,0.108077
 356,0.108371
 357,0.108166
 358,0.108317
 359,0.108243
 360,0.108251
 361,0.108308
 362,0.108173
 363,0.108361
 364,0.108083
 365,0.108402
 366,0.107981
 367,0.108432
 368,0.107867
 369,0.108451
 370,0.107742
 371,0.108458
 372,0.107788
 373,0.108454
 374,0.107902
 375,0.108438
 376,0.108004
 377,0.108412
 378,0.108096
 379,0.108374
 380,0.108177
 381,0.108326
 382,0.108248
 383,0.108266
 384,0.108308
 385,0.108196
 386,0.108358
 387,0.108116
 388,0.108397
 389,0.108025
 390,0.108427
 391,0.107924
 392,0.108445
 393,0.107812
 394,0.108454
 395,0.107794
 396,0.108453
 397,0.107901
 398,0.108442
 399,0.107997
 400,0.108421
 
